ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE
3266;Nemesnép;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;567.6
2679;Halászi;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;555
2849;Zalaboldogfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;464.7
1418;Várvölgy;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;503.3
1419;Nagyváty;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;406.9
531;Borsodnádasd;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;325.3
533;Csobád;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;320.6
535;Kára;Tabi;Somogy;Dél-Dunántúl;Dunántúl;592.6
1032;Vizslás;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;540
1137;Füzérkomlós;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;355.2
486;Paks;Paksi;Tolna;Dél-Dunántúl;Dunántúl;532.3
994;Hencse;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;493.3
1223;Balatonederics;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;539.3
1228;Máriakálnok;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;605.6
948;Fertőendréd;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;557.5
1224;Kemenesmagasi;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;488.3
1256;Dunafalva;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;420
1846;Berekböszörmény;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;354.2
3222;Külsősárd;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;444.4
3385;Balatonboglár;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;590.8
2317;Kunmadaras;Karcagi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;261
2318;Nagyesztergár;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;432.6
2828;Nagyvisnyó;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;448.8
3166;Mezőtárkány;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;286.6
208;Mánd;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;345.6
587;Szajol;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;434.6
705;Öreglak;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;367.1
2719;Novajidrány;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;212.8
3065;Kőszárhegy;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;547.5
3229;Nyírábrány;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;361.9
1556;Balatonudvari;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;660.9
824;Nagyszénás;Orosházi;Békés;Dél-Alföld;Alföld és Észak;437.8
1057;Sajtoskál;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;439.9
2564;Sióagárd;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;559.9
1077;Tiszabő;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;144.3
1105;Baglad;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;590.9
1116;Szentpéterúr;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;334.8
1174;Mezőnyárád;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;456.4
440;Bekölce;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;349.7
1164;Felsőpáhok;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;642.9
2557;Cserépváralja;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;483
2573;Mártély;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;448.1
575;Vécs;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;415.6
685;Törökbálint;Érdi;Pest;Pest;Közép-Magyarország;506
1519;Szólád;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;552.3
1522;Győrzámoly;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;510.3
2197;Tápszentmiklós;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;843.6
1652;Nyírvasvári;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;383.1
1664;Fegyvernek;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;341.7
565;Nemesgörzsöny;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;496.8
580;Gávavencsellő;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;342.4
791;Nemesdéd;Marcali;Somogy;Dél-Dunántúl;Dunántúl;326.6
534;Tófej;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;536.3
536;Csákberény;Móri;Fejér;Közép-Dunántúl;Dunántúl;536.1
1231;Andrásfa;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;684.9
2666;Kiszombor;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;391.5
2677;Csánig;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;516.2
2437;Bár;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;468.1
2442;Pere;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;287
696;Katádfa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;218.8
712;Hetvehely;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;421.1
2723;Bácsborsód;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;325.8
1184;Kétbodony;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;536.9
1309;Zalaszentmárton;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;596.8
1004;Csáfordjánosfa;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;384.3
1316;Röszke;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;481.7
619;Barbacs;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;528.6
1198;Murony;Békési;Békés;Dél-Alföld;Alföld és Észak;481
1426;Táp;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;567.3
1973;Kemeneshőgyész;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;467.1
1995;Biharkeresztes;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;350.2
1598;Somogydöröcske;Tabi;Somogy;Dél-Dunántúl;Dunántúl;395.5
1760;Liget;Komlói;Baranya;Dél-Dunántúl;Dunántúl;384.8
1804;Karmacs;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;464.7
2308;Pusztavacs;Dabasi;Pest;Pest;Közép-Magyarország;513.7
3289;Tar;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;455.7
2616;Szijártóháza;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;520
955;Tomajmonostora;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;343.5
975;Kisszekeres;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;323.5
3073;Szerencs;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;467.8
3120;Hernádnémeti;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;380.8
1111;Szuhakálló;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;406.7
2706;Magyarsarlós;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;527.7
3261;Fót;Dunakeszi;Pest;Pest;Közép-Magyarország;541.5
3334;Mőcsény;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;408.8
769;Szőkéd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;777.8
780;Isaszeg;Gödöllői;Pest;Pest;Közép-Magyarország;463
790;Nyírcsaholy;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;377.8
2164;Zsédeny;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;511.5
2501;Velence;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;464.8
1965;Máriapócs;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;379
1532;Szátok;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;206
1533;Vasegerszeg;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;495.5
256;Döbrököz;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;397.3
262;Martfű;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;456.7
2033;Somogygeszti;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;345.9
2220;Jászapáti;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;354.1
2221;Szőke;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;250
2382;Rétság;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;456.3
453;Mindszentkálla;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;500
483;Somogyzsitfa;Marcali;Somogy;Dél-Dunántúl;Dunántúl;419.5
2950;Iklanberény;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;660
2970;Felsőgagy;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;232.9
3408;Tormásliget;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;413.5
3411;Csincse;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;412.8
691;Bélavár;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;446.4
809;Imrehegy;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;873.7
1625;Lad;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;373.3
1961;Iharos;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;378.2
2467;Kóspallag;Szobi;Pest;Pest;Közép-Magyarország;475.1
1974;Olaszfa;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;477.9
1977;Osztopán;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;363.5
2169;Drávasztára;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;402.3
624;Pinkamindszent;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;668.6
627;Zajta;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;360.8
468;Dédestapolcsány;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;495.5
2450;Nemesbőd;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;555
2479;Kardos;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;548.7
1078;Boncodfölde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;507.7
902;Őr;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;394.9
1636;Kisvásárhely;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;709.1
1643;Tótkomlós;Orosházi;Békés;Dél-Alföld;Alföld és Észak;390.8
2095;Belsősárd;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;673.3
306;Zádorfalva;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;193.2
311;Dunaújváros;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;394.8
2433;Mátraszele;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;419.1
2441;Lengyel;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;434.2
1950;Galgahévíz;Aszódi;Pest;Pest;Közép-Magyarország;468.5
1954;Szár;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;461
831;Hódmezővásárhely;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;410.2
2872;Somogysárd;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;404.3
2885;Kutas;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;398.2
2892;Nagytótfalu;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;412.7
2976;Pettend;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;187.5
1011;Újkenéz;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;325.3
3042;Egyházashollós;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;566.5
1946;Balatonendréd;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;495.4
2444;Tiszacsécse;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;323.8
489;Bikal;Komlói;Baranya;Dél-Dunántúl;Dunántúl;486.3
512;Sátoraljaújhely;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;395.7
547;Bő;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;621.1
571;Harasztifalu;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;638.9
601;Magyarkeszi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;383.6
2602;Nagybánhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;479.3
380;Szakáld;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;477
388;Szerecseny;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;444.8
3232;Encsencs;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;326.9
3233;Baté;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;481
2910;Baks;Kisteleki;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;345.8
2916;Páka;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;514.3
3250;Kunszentmárton;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;401.2
1579;Ludas;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;399.1
1757;Lesencefalu;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;446.3
1925;Okány;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;359
1722;Petneháza;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;438.1
1889;Szomolya;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;337
2900;Nyárád;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;503.9
1053;Dávod;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;422.3
1059;Rum;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;511.6
372;Zebecke;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;354.8
374;Gagyvendégi;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;173.3
291;Balmazújváros;Balmazújvárosi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;375
1564;Tiszacsege;Balmazújvárosi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;369.1
1567;Pósfa;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;444.9
1672;Hedrehely;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;380.1
2375;Semjén;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;298.2
2378;Sajópüspöki;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;325.9
2734;Nógrádszakál;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;232.7
2833;Kapuvár;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;488.1
2484;Heresznye;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;287.9
2648;Barabás;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;385.1
2985;Kisoroszi;Szentendrei;Pest;Pest;Közép-Magyarország;555.3
1988;Váchartyán;Váci;Pest;Pest;Közép-Magyarország;511.7
1989;Hernyék;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;534.9
2331;Pusztaszemes;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;559.1
1025;Farkasgyepű;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;477.5
1028;Kondoros;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;403.9
801;Felsőjánosfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;696.4
916;Belezna;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;545.3
1038;Bejcgyertyános;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;570.7
703;Lénárddaróc;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;472.6
1050;Bodrog;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;436.8
1005;Borsfa;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;484.1
2993;Felcsút;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;2,023.3
2762;Újlőrincfalva;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;555.6
2764;Álmosd;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;322.3
2775;Sajóvelezd;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;427.7
2285;Jánoshida;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;384.6
2286;Kisbudmér;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;373.6
2969;Sorokpolány;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;500.7
3138;Lothárd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;576.9
1459;Görgeteg;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;340.6
1462;Zákány;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;441.7
2810;Nádudvar;Hajdúszoboszlói;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;464.1
3142;Bana;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;505.4
1646;Berkesd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;386.6
1818;Baktakék;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;196.7
1997;Fábiánsebestyén;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;445.6
2166;Zabar;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;263
1542;Rábatamási;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;466.2
2460;Szuhogy;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;347.9
491;Trizs;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;411.4
526;Karád;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;423.6
2630;Inke;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;378.8
2646;Balatonmagyaród;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;550.3
1915;Homokszentgyörgy;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;401.3
2613;Nagyvenyim;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;503
618;Nyíradony;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;385.5
642;Kaposszerdahely;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;548.2
695;Fehértó;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;582.6
704;Baracs;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;554
327;Füzesabony;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;396.3
336;Szilsárkány;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;499.3
3071;Jászalsószentgyörgy;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;425.6
3406;Ormosbánya;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;246.1
2077;Csobaj;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;381
2763;Úny;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;504.9
3110;Balinka;Móri;Fejér;Közép-Dunántúl;Dunántúl;391
3275;Dég;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;432
2400;Nyirád;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;469.4
2232;Badacsonytomaj;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;525.9
2242;Tormás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;377.2
2922;Jánossomorja;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;556.4
3097;Levelek;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;460.6
2182;Hernádkércs;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;356.3
2183;Hegyhátszentmárton;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;627.1
2189;Bogádmindszent;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;458.8
3134;Mosdós;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;521.2
3163;Iván;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;485
1517;Alcsútdoboz;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;455.9
294;Biri;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;374.5
1583;Hernádbűd;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;483.9
1584;Zengővárkony;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;530.3
2283;Petőháza;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;600.2
2319;Alsónémedi;Gyáli;Pest;Pest;Közép-Magyarország;609.2
870;Büssü;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;300
261;Sopronnémeti;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;517.5
1622;Lipót;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;547.6
2399;Kompolt;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;376.2
2430;Pannonhalma;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;404.7
3361;Szentegát;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;328.1
3374;Tiszavid;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;270.5
244;Szatta;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;677.4
2371;Gelej;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;329.7
2373;Bodroghalom;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;354.6
1707;Jánd;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;380.4
1738;Alsómocsolád;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;344.7
2150;Kálócfa;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;645.2
2294;Zalaszabar;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;560.1
3159;Rédics;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;506.3
1821;Soltszentimre;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;481.5
1861;Dunakeszi;Dunakeszi;Pest;Pest;Közép-Magyarország;481.6
2556;Hárskút;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;575.5
2081;Sárszentlőrinc;Paksi;Tolna;Dél-Dunántúl;Dunántúl;494.7
2252;Balajt;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;162.1
1784;Tikos;Marcali;Somogy;Dél-Dunántúl;Dunántúl;274.1
1958;Pincehely;Tamási;Tolna;Dél-Dunántúl;Dunántúl;465.8
2792;Ópályi;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;289
3308;Gordisa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;256.1
1630;Szamoskér;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;433.8
2256;Kunhegyes;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;374.6
1355;Nyírtelek;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;457
1464;Márkháza;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;502.3
1595;Cirák;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;585.3
1597;Jenő;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;472.2
2332;Nemescsó;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;633.4
2668;Kecskemét;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;482.2
2673;Rábagyarmat;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;542.9
3009;Csikóstőttős;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;415.2
3223;Kakucs;Dabasi;Pest;Pest;Közép-Magyarország;455.2
3236;Nagylók;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;430.9
2180;Ravazd;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;497.6
3268;Perecse;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;625
3302;Forráskút;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;490.8
554;Zákányszék;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;524.3
667;Ajka;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;471.7
1012;Győrtelek;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;252.5
1027;Sé;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;629.4
1148;Somogycsicsó;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;491.4
776;Kánó;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;470.6
1002;Hövej;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;641.8
1066;Városföld;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;516.4
620;Lakitelek;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;518
2026;Tivadar;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;479.5
2029;Kiskunfélegyháza;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;452.3
2923;Dalmand;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;383.5
3100;Bózsva;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;476.7
1782;Mándok;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;346.5
1789;Kölked;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;367.9
